Mats,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0s,4s,6s,Opposition Team,Player Name,Total Boundaries,Century,Half Century,Avg SR,Overall Performance,Performance Class
5,5,1,180,69,45.0,202,89.1,0,2,0,22,2,Pakistan,SR Watson,24,0,1,89.1,34.129999999999995,High
7,7,0,229,82,32.71,265,86.41,0,1,0,22,5,South Africa,SR Watson,27,0,1,86.41,34.223,High
3,3,1,294,185,147.0,168,175.0,1,1,0,29,20,Bangladesh,SR Watson,49,1,1,175.0,67.6,High
9,9,1,284,62,35.5,324,87.65,0,2,0,36,3,New Zealand,SR Watson,39,0,1,87.65,38.195,High
10,10,0,332,102,33.2,323,102.78,1,1,0,37,14,India,SR Watson,51,1,1,102.78,46.534,High
15,14,0,442,69,31.57,495,89.29,0,4,0,36,12,Sri Lanka,SR Watson,48,0,1,89.29,41.387,High
12,12,0,537,122,44.75,584,91.95,1,5,1,48,12,West Indies,SR Watson,60,1,1,91.95,45.985,High
25,24,1,889,161,38.65,977,90.99,2,5,3,91,18,England,SR Watson,109,1,1,90.99,60.397,High
3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Afghanistan,SS Cottrell,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Pakistan,SS Cottrell,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,U.A.E.,SS Cottrell,0,0,0,0.0,0.0,Low
5,2,1,0,0,0.0,1,0.0,0,0,1,0,0,England,SS Cottrell,0,0,0,0.0,0.0,Low
3,2,2,3,2,0.0,9,33.33,0,0,0,0,0,South Africa,SS Cottrell,0,0,0,33.33,9.998999999999999,Low
4,3,1,5,4,2.5,20,25.0,0,0,1,0,0,Australia,SS Cottrell,0,0,0,25.0,7.5,Low
4,1,1,7,7,0.0,6,116.66,0,0,0,0,1,Ireland,SS Cottrell,1,0,0,116.66,35.297999999999995,High
4,3,3,8,7,0.0,13,61.53,0,0,0,0,0,Sri Lanka,SS Cottrell,0,0,0,61.53,18.459,Other
4,2,2,12,8,0.0,11,109.09,0,0,0,0,1,Bangladesh,SS Cottrell,1,0,0,109.09,33.026999999999994,High
3,3,0,26,15,8.66,41,63.41,0,0,0,3,0,New Zealand,SS Cottrell,3,0,0,63.41,19.923,Other
6,3,1,27,17,13.5,29,93.1,0,0,0,3,2,India,SS Cottrell,5,0,0,93.1,29.429999999999996,High
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Nepal,SS Iyer,0,0,0,0.0,0.0,Low
3,2,0,10,6,5.0,25,40.0,0,0,0,1,0,England,SS Iyer,1,0,0,40.0,12.3,Low
1,1,1,25,25,0.0,23,108.69,0,0,0,1,1,Afghanistan,SS Iyer,2,0,0,108.69,33.207,High
2,2,1,67,53,67.0,71,94.36,0,1,0,5,2,Pakistan,SS Iyer,7,0,1,94.36,30.608,High
4,4,0,128,82,32.0,172,74.41,0,1,0,10,3,Bangladesh,SS Iyer,13,0,1,74.41,26.422999999999995,Other
6,6,0,256,88,42.66,249,102.81,0,2,0,28,5,Sri Lanka,SS Iyer,33,0,1,102.81,40.943,High
10,10,1,270,105,30.0,264,102.27,1,0,1,26,6,Australia,SS Iyer,32,1,0,102.27,40.480999999999995,High
9,8,2,293,113,48.83,294,99.65,1,1,0,33,2,South Africa,SS Iyer,35,1,1,99.65,40.795,High
7,6,0,379,103,63.16,391,96.93,1,3,0,45,6,New Zealand,SS Iyer,51,1,1,96.93,44.778999999999996,High
10,9,0,507,80,56.33,509,99.6,0,7,0,39,15,West Indies,SS Iyer,54,0,1,99.6,46.279999999999994,High
1,1,0,0,0,0.0,3,0.0,0,0,1,0,0,Pakistan,SS McKechnie,0,0,0,0.0,0.0,Low
1,1,0,0,0,0.0,2,0.0,0,0,1,0,0,Scotland,SS McKechnie,0,0,0,0.0,0.0,Low
1,1,0,7,7,7.0,6,116.66,0,0,0,1,0,India,SS McKechnie,1,0,0,116.66,35.297999999999995,High
1,1,0,18,18,18.0,48,37.5,0,0,0,0,0,Zimbabwe,SS McKechnie,0,0,0,37.5,11.25,Low
1,1,0,24,24,24.0,49,48.97,0,0,0,2,0,Afghanistan,SS McKechnie,2,0,0,48.97,15.290999999999999,Low
3,3,1,59,29,29.5,85,69.41,0,0,0,3,1,P.N.G.,SS McKechnie,4,0,0,69.41,22.022999999999996,Other
3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Zimbabwe,SS Pathirana,0,0,0,0.0,0.0,Low
3,2,0,9,7,4.5,20,45.0,0,0,0,1,0,India,SS Pathirana,1,0,0,45.0,13.8,Low
1,1,0,31,31,31.0,32,96.87,0,0,0,3,0,Bangladesh,SS Pathirana,3,0,0,96.87,29.961,High
2,2,0,56,32,28.0,77,72.72,0,0,0,6,0,Australia,SS Pathirana,6,0,0,72.72,23.616,Other
3,3,0,66,33,22.0,72,91.66,0,0,0,5,2,Pakistan,SS Pathirana,7,0,0,91.66,29.598,High
2,2,1,69,45,69.0,56,123.21,0,0,0,8,2,West Indies,SS Pathirana,10,0,0,123.21,39.962999999999994,High
4,4,0,101,56,25.25,126,80.15,0,1,0,10,1,South Africa,SS Pathirana,11,0,1,80.15,27.545,Other
1,1,1,12,12,0.0,17,70.58,0,0,0,2,0,Australia,SS Tiwary,2,0,0,70.58,21.774,Other
2,1,1,37,37,0.0,39,94.87,0,0,0,3,1,New Zealand,SS Tiwary,4,0,0,94.87,29.661,High
2,1,0,0,0,0.0,2,0.0,0,0,1,0,0,India,SSB Magala,0,0,0,0.0,0.0,Low
3,1,0,5,5,5.0,5,100.0,0,0,0,1,0,Netherlands,SSB Magala,1,0,0,100.0,30.3,High
1,1,1,6,6,0.0,7,85.71,0,0,0,0,0,Australia,SSB Magala,0,0,0,85.71,25.712999999999997,Other
2,2,1,7,5,7.0,10,70.0,0,0,0,1,0,England,SSB Magala,1,0,0,70.0,21.3,Other
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,West Indies,SSD Arachchige,0,0,0,0.0,0.0,Low
1,1,0,57,57,57.0,71,80.28,0,1,0,4,0,Netherlands,SSD Arachchige,4,0,1,80.28,25.483999999999998,Other
1,1,0,0,0,0.0,3,0.0,0,0,1,0,0,Scotland,SSJ Brooks,0,0,0,0.0,0.0,Low
1,1,0,2,2,2.0,4,50.0,0,0,0,0,0,Sri Lanka,SSJ Brooks,0,0,0,50.0,15.0,Low
2,2,0,18,18,9.0,29,62.06,0,0,1,2,0,South Africa,SSJ Brooks,2,0,0,62.06,19.218,Other
3,3,0,42,33,14.0,87,48.27,0,0,0,5,0,Bangladesh,SSJ Brooks,5,0,0,48.27,15.981,Low
3,3,0,81,79,27.0,107,75.7,0,1,1,9,1,New Zealand,SSJ Brooks,10,0,1,75.7,25.91,Other
3,3,0,103,44,34.33,138,74.63,0,0,0,8,1,U.A.E.,SSJ Brooks,9,0,0,74.63,25.089,Other
3,3,0,130,70,43.33,165,78.78,0,1,0,12,2,Pakistan,SSJ Brooks,14,0,1,78.78,28.034,Other
6,6,0,137,46,22.83,192,71.35,0,0,2,11,3,India,SSJ Brooks,14,0,0,71.35,25.604999999999997,Other
3,3,0,137,93,45.66,159,86.16,0,1,0,14,3,Ireland,SSJ Brooks,17,0,1,86.16,31.148,High
4,4,1,192,101,64.0,230,83.47,1,1,0,8,6,Netherlands,SSJ Brooks,14,1,1,83.47,29.641000000000002,High
6,5,0,75,34,15.0,135,55.55,0,0,0,9,1,Bangladesh,ST Doheny,10,0,0,55.55,19.665,Other
3,2,0,87,84,43.5,120,72.5,0,1,0,7,1,Zimbabwe,ST Doheny,8,0,1,72.5,24.35,Other
4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Pakistan,ST Finn,0,0,0,0.0,0.0,Low
3,1,1,0,0,0.0,0,0.0,0,0,0,0,0,Ireland,ST Finn,0,0,0,0.0,0.0,Low
1,1,1,1,1,0.0,1,100.0,0,0,0,0,0,Scotland,ST Finn,0,0,0,100.0,30.0,High
6,3,2,2,1,2.0,9,22.22,0,0,1,0,0,Sri Lanka,ST Finn,0,0,0,22.22,6.6659999999999995,Low
5,1,1,2,2,0.0,2,100.0,0,0,0,0,0,West Indies,ST Finn,0,0,0,100.0,30.0,High
10,5,2,6,6,2.0,16,37.5,0,0,3,1,0,New Zealand,ST Finn,1,0,0,37.5,11.55,Low
6,2,1,18,15,18.0,13,138.46,0,0,0,3,0,South Africa,ST Finn,3,0,0,138.46,42.438,High
17,9,4,38,18,7.6,68,55.88,0,0,1,1,1,India,ST Finn,2,0,0,55.88,17.364,Other
17,8,1,69,35,9.85,114,60.52,0,0,2,6,2,Australia,ST Finn,8,0,0,60.52,20.555999999999997,Other
2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Ireland,ST Gabriel,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Zimbabwe,ST Gabriel,0,0,0,0.0,0.0,Low
3,1,1,0,0,0.0,0,0.0,0,0,0,0,0,Bangladesh,ST Gabriel,0,0,0,0.0,0.0,Low
2,1,1,1,1,0.0,1,100.0,0,0,0,0,0,Australia,ST Gabriel,0,0,0,100.0,30.0,High
3,3,0,1,1,0.33,9,11.11,0,0,2,0,0,England,ST Gabriel,0,0,0,11.11,3.3329999999999997,Low
2,1,1,2,2,0.0,5,40.0,0,0,0,0,0,Afghanistan,ST Gabriel,0,0,0,40.0,12.0,Low
1,1,0,2,2,2.0,6,33.33,0,0,0,0,0,South Africa,ST Gabriel,0,0,0,33.33,9.998999999999999,Low
5,3,2,3,2,3.0,11,27.27,0,0,0,0,0,Pakistan,ST Gabriel,0,0,0,27.27,8.181,Low
3,3,2,3,3,3.0,9,33.33,0,0,1,0,0,Sri Lanka,ST Gabriel,0,0,0,33.33,9.998999999999999,Low
3,3,2,12,12,12.0,22,54.54,0,0,1,1,0,New Zealand,ST Gabriel,1,0,0,54.54,16.662,Other
1,1,0,2,2,2.0,4,50.0,0,0,0,0,0,England,ST Jayasuriya,0,0,0,50.0,15.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Australia,STR Binny,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,New Zealand,STR Binny,0,0,0,0.0,0.0,Low
1,1,0,2,2,2.0,5,40.0,0,0,0,0,0,South Africa,STR Binny,0,0,0,40.0,12.0,Low
3,2,0,12,12,6.0,19,63.15,0,0,1,2,0,Sri Lanka,STR Binny,2,0,0,63.15,19.545,Other
3,3,2,45,25,45.0,55,81.81,0,0,0,6,0,Bangladesh,STR Binny,6,0,0,81.81,26.343,Other
2,2,0,51,44,25.5,67,76.11,0,0,0,4,2,England,STR Binny,6,0,0,76.11,24.633,Other
3,3,1,120,77,60.0,100,120.0,0,1,0,11,3,Zimbabwe,STR Binny,14,0,1,120.0,40.4,High
1,1,1,1,1,0.0,9,11.11,0,0,0,0,0,New Zealand,Subashis Roy,0,0,0,11.11,3.3329999999999997,Low
1,1,0,4,4,4.0,16,25.0,0,0,0,0,0,Nepal,Sufyan Mehmood,0,0,0,25.0,7.5,Low
2,2,0,18,11,9.0,42,42.85,0,0,0,2,0,Zimbabwe,Sultan Ahmed,2,0,0,42.85,13.455,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Ireland,Sunzamul Islam,0,0,0,0.0,0.0,Low
2,1,0,19,19,19.0,24,79.16,0,0,0,3,0,Zimbabwe,Sunzamul Islam,3,0,0,79.16,24.647999999999996,Other
3,2,0,4,3,2.0,16,25.0,0,0,0,0,0,Scotland,Suraj Kumar,0,0,0,25.0,7.5,Low
2,1,0,9,9,9.0,19,47.36,0,0,0,0,0,U.A.E.,Suraj Kumar,0,0,0,47.36,14.208,Low
1,1,1,10,10,0.0,15,66.66,0,0,0,0,0,Netherlands,Suraj Kumar,0,0,0,66.66,19.997999999999998,Other
5,4,0,32,20,8.0,34,94.11,0,0,2,4,1,Nepal,Suraj Kumar,5,0,0,94.11,29.733,High
1,1,1,53,53,0.0,65,81.53,0,1,0,5,1,West Indies,Suraj Kumar,6,0,1,81.53,26.459,Other
5,5,2,87,35,29.0,105,82.85,0,0,0,3,4,U.S.A.,Suraj Kumar,7,0,0,82.85,26.955,Other
3,3,0,94,58,31.33,130,72.3,0,1,0,4,4,Namibia,Suraj Kumar,8,0,1,72.3,24.29,Other
4,3,2,121,62,121.0,149,81.2,0,1,0,9,2,P.N.G.,Suraj Kumar,11,0,1,81.2,27.86,Other
1,1,0,36,36,36.0,38,94.73,0,0,0,4,0,New Zealand,SV Samson,4,0,0,94.73,29.619,High
1,1,0,46,46,46.0,46,100.0,0,0,0,5,1,Sri Lanka,SV Samson,6,0,0,100.0,31.8,High
3,2,1,58,43,58.0,52,111.53,0,0,0,3,6,Zimbabwe,SV Samson,9,0,0,111.53,36.159,High
3,3,3,118,86,0.0,103,114.56,0,1,0,10,4,South Africa,SV Samson,14,0,1,114.56,38.768,High
5,5,1,132,54,33.0,136,97.05,0,2,0,5,8,West Indies,SV Samson,13,0,1,97.05,33.214999999999996,High
1,1,1,38,38,0.0,27,140.74,0,0,0,4,0,England,SW Ambris,4,0,0,140.74,43.422000000000004,High
2,2,0,40,31,20.0,48,83.33,0,0,0,4,0,India,SW Ambris,4,0,0,83.33,26.198999999999998,Other
4,4,0,85,60,21.25,100,85.0,0,1,0,8,1,Sri Lanka,SW Ambris,9,0,1,85.0,28.4,Other
6,6,1,156,69,31.2,181,86.18,0,1,0,18,1,Bangladesh,SW Ambris,19,0,1,86.18,31.754000000000005,High
3,2,0,154,148,77.0,138,111.59,1,0,0,20,1,Ireland,SW Ambris,21,1,0,111.59,39.977,High
3,1,0,3,3,3.0,8,37.5,0,0,0,0,0,Sri Lanka,SW Billings,0,0,0,37.5,11.25,Low
1,1,0,12,12,12.0,14,85.71,0,0,0,1,0,Scotland,SW Billings,1,0,0,85.71,26.012999999999998,Other
2,2,0,53,35,26.5,80,66.25,0,0,0,6,0,India,SW Billings,6,0,0,66.25,21.675,Other
4,3,0,54,52,18.0,61,88.52,0,1,1,7,0,West Indies,SW Billings,7,0,1,88.52,28.855999999999998,High
1,1,0,62,62,62.0,69,89.85,0,1,0,4,1,Bangladesh,SW Billings,5,0,1,89.85,28.654999999999998,High
5,4,0,90,41,22.5,68,132.35,0,0,0,11,1,New Zealand,SW Billings,12,0,0,132.35,43.305,High
5,4,2,139,67,69.5,143,97.2,0,1,0,21,0,Ireland,SW Billings,21,0,1,97.2,35.66,High
7,7,0,289,118,41.28,328,88.1,1,2,0,24,6,Australia,SW Billings,30,1,1,88.1,35.83,High
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,West Indies,SW Masakadza,0,0,0,0.0,0.0,Low
2,1,0,0,0,0.0,1,0.0,0,0,1,0,0,Pakistan,SW Masakadza,0,0,0,0.0,0.0,Low
3,2,1,16,15,16.0,21,76.19,0,0,0,1,1,Afghanistan,SW Masakadza,2,0,0,76.19,23.457,Other
4,3,1,22,14,11.0,22,100.0,0,0,0,1,2,South Africa,SW Masakadza,3,0,0,100.0,30.9,High
2,2,0,40,38,20.0,36,111.11,0,0,0,3,2,New Zealand,SW Masakadza,5,0,0,111.11,34.833,High
1,1,1,45,45,0.0,48,93.75,0,0,0,6,1,Ireland,SW Masakadza,7,0,0,93.75,30.225,High
3,2,0,47,33,23.5,49,95.91,0,0,0,6,2,Bangladesh,SW Masakadza,8,0,0,95.91,31.173,High
1,1,1,0,0,0.0,1,0.0,0,0,0,0,0,U.A.E.,SW Poynter,0,0,0,0.0,0.0,Low
1,1,0,4,4,4.0,3,133.33,0,0,0,1,0,Pakistan,SW Poynter,1,0,0,133.33,40.299,High
1,1,0,8,8,8.0,9,88.88,0,0,0,1,0,South Africa,SW Poynter,1,0,0,88.88,26.964,Other
1,1,0,11,11,11.0,8,137.5,0,0,0,2,0,Australia,SW Poynter,2,0,0,137.5,41.85,High
3,2,0,15,8,7.5,30,50.0,0,0,0,1,0,Scotland,SW Poynter,1,0,0,50.0,15.3,Low
2,2,0,56,36,28.0,71,78.87,0,0,0,5,0,Sri Lanka,SW Poynter,5,0,0,78.87,25.161,Other
12,11,4,91,27,13.0,156,58.33,0,0,2,5,0,Afghanistan,SW Poynter,5,0,0,58.33,18.999,Other
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Canada,SW Tait,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,India,SW Tait,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Kenya,SW Tait,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,New Zealand,SW Tait,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Sri Lanka,SW Tait,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Zimbabwe,SW Tait,0,0,0,0.0,0.0,Low
1,1,1,0,0,0.0,1,0.0,0,0,0,0,0,Pakistan,SW Tait,0,0,0,0.0,0.0,Low
6,2,2,1,1,0.0,1,100.0,0,0,0,0,0,England,SW Tait,0,0,0,100.0,30.0,High
3,1,0,0,0,0.0,1,0.0,0,0,1,0,0,India,Syed Rasel,0,0,0,0.0,0.0,Low
1,1,1,2,2,0.0,4,50.0,0,0,0,0,0,Ireland,Syed Rasel,0,0,0,50.0,15.0,Low
2,2,2,7,7,0.0,15,46.66,0,0,0,1,0,Sri Lanka,Syed Rasel,1,0,0,46.66,14.298,Low
3,2,0,50,32,25.0,55,90.9,0,0,0,7,1,South Africa,T Banton,8,0,0,90.9,29.669999999999998,High
3,3,0,84,58,28.0,90,93.33,0,1,0,10,1,Ireland,T Banton,11,0,1,93.33,31.499,High
2,2,1,46,38,46.0,58,79.31,0,0,0,3,0,Sri Lanka,T Bavuma,3,0,0,79.31,24.692999999999998,Other
3,3,1,112,90,56.0,122,91.8,0,1,0,11,2,Netherlands,T Bavuma,13,0,1,91.8,31.64,High
4,4,0,118,48,29.5,165,71.51,0,0,0,10,1,Bangladesh,T Bavuma,11,0,0,71.51,24.753,Other
4,3,1,126,113,63.0,146,86.3,1,0,0,13,1,Ireland,T Bavuma,14,1,0,86.3,30.29,High
4,4,0,141,92,35.25,156,90.38,0,1,0,15,1,Pakistan,T Bavuma,16,0,1,90.38,32.114,High
1,1,0,144,144,144.0,118,122.03,1,0,0,11,7,West Indies,T Bavuma,18,1,0,122.03,42.209,High
4,4,0,161,110,40.25,203,79.31,1,0,0,14,0,India,T Bavuma,14,1,0,79.31,28.192999999999998,Other
6,6,1,278,114,55.6,331,83.98,1,1,1,29,4,Australia,T Bavuma,33,1,1,83.98,35.494,High
6,6,0,328,109,54.66,320,102.5,1,1,0,32,6,England,T Bavuma,38,1,1,102.5,42.55,High
2,2,0,48,27,24.0,48,100.0,0,0,0,7,0,West Indies,T de Zorzi,7,0,0,100.0,32.1,High
2,2,0,0,0,0.0,6,0.0,0,0,2,0,0,Bangladesh,T Kaitano,0,0,0,0.0,0.0,Low
1,1,0,19,19,19.0,25,76.0,0,0,0,4,0,Australia,T Kaitano,4,0,0,76.0,24.0,Other
2,2,0,20,13,10.0,54,37.03,0,0,0,1,1,India,T Kaitano,2,0,0,37.03,11.709,Low
3,3,0,87,42,29.0,101,86.13,0,0,0,11,1,Sri Lanka,T Kaitano,12,0,0,86.13,29.439,High
4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,P.N.G.,T Lungameni,0,0,0,0.0,0.0,Low
2,1,0,0,0,0.0,0,0.0,0,0,1,0,0,Oman,T Lungameni,0,0,0,0.0,0.0,Low
4,1,1,1,1,0.0,1,100.0,0,0,0,0,0,Nepal,T Lungameni,0,0,0,100.0,30.0,High
3,1,0,6,6,6.0,15,40.0,0,0,0,0,0,U.S.A.,T Lungameni,0,0,0,40.0,12.0,Low
5,4,1,15,5,5.0,27,55.55,0,0,0,2,0,Scotland,T Lungameni,2,0,0,55.55,17.265,Other
4,2,1,15,12,15.0,21,71.42,0,0,0,0,0,U.A.E.,T Lungameni,0,0,0,71.42,21.426,Other
3,3,0,12,9,4.0,50,24.0,0,0,0,1,0,West Indies,T Maruma,1,0,0,24.0,7.499999999999999,Low
4,3,0,15,8,5.0,44,34.09,0,0,0,2,0,Bangladesh,T Maruma,2,0,0,34.09,10.827,Low
2,2,0,21,17,10.5,41,51.21,0,0,0,1,0,India,T Maruma,1,0,0,51.21,15.663,Low
2,2,0,26,18,13.0,49,53.06,0,0,0,1,1,Pakistan,T Maruma,2,0,0,53.06,16.518,Other
4,2,1,39,35,39.0,24,162.5,0,0,0,3,2,U.A.E.,T Maruma,5,0,0,162.5,50.25,High
2,2,0,42,29,21.0,58,72.41,0,0,0,1,2,Afghanistan,T Maruma,3,0,0,72.41,22.622999999999998,Other
2,1,0,0,0,0.0,1,0.0,0,0,1,0,0,Ireland,T Marumani,0,0,0,0.0,0.0,Low
1,1,0,8,8,8.0,22,36.36,0,0,0,1,0,India,T Marumani,1,0,0,36.36,11.208,Low
1,1,1,18,18,0.0,6,300.0,0,0,0,2,1,U.S.A.,T Marumani,3,0,0,300.0,90.9,High
5,5,0,47,25,9.4,87,54.02,0,0,1,5,1,Bangladesh,T Marumani,6,0,0,54.02,18.006,Other
3,3,0,84,45,28.0,126,66.66,0,0,0,8,0,Australia,T Marumani,8,0,0,66.66,22.397999999999996,Other
1,1,0,0,0,0.0,13,0.0,0,0,1,0,0,Sri Lanka,T Mishra,0,0,0,0.0,0.0,Low
1,1,0,4,4,4.0,9,44.44,0,0,0,1,0,Zimbabwe,T Mishra,1,0,0,44.44,13.632,Low
1,1,0,6,6,6.0,16,37.5,0,0,0,1,0,Pakistan,T Mishra,1,0,0,37.5,11.55,Low
1,1,0,32,32,32.0,40,80.0,0,0,0,4,0,Afghanistan,T Mishra,4,0,0,80.0,25.2,Other
2,2,0,44,22,22.0,75,58.66,0,0,0,1,0,Netherlands,T Mishra,1,0,0,58.66,17.898,Other
1,1,0,72,72,72.0,89,80.89,0,1,0,8,1,Australia,T Mishra,9,0,1,80.89,27.166999999999998,Other
2,2,1,72,70,72.0,85,84.7,0,1,0,6,0,Ireland,T Mishra,6,0,1,84.7,27.41,Other
3,3,2,80,51,80.0,119,67.22,0,1,0,4,0,Canada,T Mishra,4,0,1,67.22,21.566,Other
2,2,0,120,61,60.0,138,86.95,0,2,0,6,0,Scotland,T Mishra,6,0,1,86.95,28.085,Other
1,1,0,15,15,15.0,31,48.38,0,0,0,2,0,India,T Munyonga,2,0,0,48.38,15.113999999999999,Low
3,3,0,34,17,11.33,69,49.27,0,0,0,2,0,Australia,T Munyonga,2,0,0,49.27,15.381,Low
2,2,1,43,30,43.0,34,126.47,0,0,0,4,2,Bangladesh,T Munyonga,6,0,0,126.47,39.74099999999999,High
2,1,0,0,0,0.0,2,0.0,0,0,1,0,0,Pakistan,T Mupariwa,0,0,0,0.0,0.0,Low
2,2,1,2,1,2.0,11,18.18,0,0,0,0,0,India,T Mupariwa,0,0,0,18.18,5.454,Low
1,1,0,18,18,18.0,7,257.14,0,0,0,2,1,Ireland,T Mupariwa,3,0,0,257.14,78.042,High
3,3,2,1,1,1.0,8,12.5,0,0,1,0,0,Bangladesh,T Muzarabani,0,0,0,12.5,3.75,Low
2,1,0,2,2,2.0,8,25.0,0,0,0,0,0,Afghanistan,T Muzarabani,0,0,0,25.0,7.5,Low
1,1,0,3,3,3.0,13,23.07,0,0,0,0,0,Ireland,T Muzarabani,0,0,0,23.07,6.921,Low
2,2,1,6,5,6.0,11,54.54,0,0,0,1,0,India,T Muzarabani,1,0,0,54.54,16.662,Other
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Australia,T Natarajan,0,0,0,0.0,0.0,Low
1,1,1,0,0,0.0,0,0.0,0,0,0,0,0,England,T Natarajan,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,U.A.E.,T Panyangara,0,0,0,0.0,0.0,Low
1,1,0,1,1,1.0,9,11.11,0,0,0,0,0,Australia,T Panyangara,0,0,0,11.11,3.3329999999999997,Low
2,2,1,4,4,4.0,16,25.0,0,0,0,1,0,South Africa,T Panyangara,1,0,0,25.0,7.8,Low
1,1,0,4,4,4.0,8,50.0,0,0,0,0,0,West Indies,T Panyangara,0,0,0,50.0,15.0,Low
2,1,0,6,6,6.0,6,100.0,0,0,0,1,0,India,T Panyangara,1,0,0,100.0,30.3,High
2,2,0,12,12,6.0,13,92.3,0,0,1,1,1,Sri Lanka,T Panyangara,2,0,0,92.3,28.29,Other
3,2,1,13,8,13.0,16,81.25,0,0,0,1,0,Ireland,T Panyangara,1,0,0,81.25,24.675,Other
8,4,4,16,15,0.0,15,106.66,0,0,0,2,0,Afghanistan,T Panyangara,2,0,0,106.66,32.598,High
10,6,2,22,10,5.5,54,40.74,0,0,1,2,0,Pakistan,T Panyangara,2,0,0,40.74,12.822,Low
8,8,0,27,8,3.37,65,41.53,0,0,3,4,0,Bangladesh,T Panyangara,4,0,0,41.53,13.658999999999999,Low
4,3,1,44,33,22.0,55,80.0,0,0,0,5,1,New Zealand,T Panyangara,6,0,0,80.0,25.8,Other
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,India,T Sangha,0,0,0,0.0,0.0,Low
1,1,0,0,0,0.0,3,0.0,0,0,1,0,0,South Africa,T Sangha,0,0,0,0.0,0.0,Low
3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Netherlands,T Shamsi,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,New Zealand,T Shamsi,0,0,0,0.0,0.0,Low
1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,Zimbabwe,T Shamsi,0,0,0,0.0,0.0,Low
3,1,1,0,0,0.0,0,0.0,0,0,0,0,0,Ireland,T Shamsi,0,0,0,0.0,0.0,Low
2,1,0,0,0,0.0,2,0.0,0,0,1,0,0,West Indies,T Shamsi,0,0,0,0.0,0.0,Low
8,2,1,0,0,0.0,1,0.0,0,0,1,0,0,Australia,T Shamsi,0,0,0,0.0,0.0,Low
6,2,1,0,0,0.0,2,0.0,0,0,1,0,0,India,T Shamsi,0,0,0,0.0,0.0,Low
2,1,1,3,3,0.0,5,60.0,0,0,0,0,0,Bangladesh,T Shamsi,0,0,0,60.0,18.0,Other
5,1,1,4,4,0.0,6,66.66,0,0,0,0,0,Pakistan,T Shamsi,0,0,0,66.66,19.997999999999998,Other
8,2,1,6,5,6.0,15,40.0,0,0,0,1,0,England,T Shamsi,1,0,0,40.0,12.3,Low
9,1,1,9,9,0.0,19,47.36,0,0,0,0,0,Sri Lanka,T Shamsi,0,0,0,47.36,14.208,Low
1,1,0,6,6,6.0,10,60.0,0,0,0,0,0,West Indies,T Stubbs,0,0,0,60.0,18.0,Other
1,1,0,7,7,7.0,17,41.17,0,0,0,1,0,Australia,T Taibu,1,0,0,41.17,12.651000000000002,Low
1,1,1,13,13,0.0,17,76.47,0,0,0,1,0,India,T Taibu,1,0,0,76.47,23.241,Other
1,1,0,53,53,53.0,74,71.62,0,1,0,7,0,Kenya,T Taibu,7,0,1,71.62,23.786,Other
1,1,0,98,98,98.0,99,98.98,0,1,0,9,0,Canada,T Taibu,9,0,1,98.98,32.594,High
4,4,0,98,27,24.5,130,75.38,0,0,0,7,2,Pakistan,T Taibu,9,0,0,75.38,25.313999999999997,Other
5,5,0,102,56,20.4,141,72.34,0,1,1,7,0,West Indies,T Taibu,7,0,1,72.34,24.002000000000002,Other
3,3,1,117,71,58.5,154,75.97,0,1,0,4,1,Sri Lanka,T Taibu,5,0,1,75.97,24.491,Other
