Mats,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0s,4s,6s,Opposition Team,Player Name,Total Boundaries,Century,Half Century,Avg SR,Overall Performance,Performance Class
3,3,0,55,29,18.33,56,98.21,0,0,0,10,0, Pakistan,FH Allen,10,0,0,98.21,32.462999999999994,High
3,3,0,55,36,18.33,46,119.56,0,0,0,6,1, New Zealand, Kohli,7,0,0,119.56,37.968,High
4,3,1,55,27,27.5,68,80.88,0,0,0,5,0, U.A.E.,S Lamichhane,5,0,0,80.88,25.764,Other
2,2,0,55,47,27.5,89,61.79,0,0,0,7,0, U.A.E.,L Louwrens,7,0,0,61.79,20.637,Other
3,3,0,55,41,18.33,49,112.24,0,0,0,4,2, Sri Lanka,Mohammad Nabi,6,0,0,112.24,35.471999999999994,High
2,1,1,55,55,0.0,60,91.66,0,1,0,2,2, P.N.G.,R Trumpelmann,4,0,1,91.66,28.897999999999996,High
3,3,0,54,35,18.0,59,91.52,0,0,0,9,0, Bangladesh,PD Salt,9,0,0,91.52,30.156,High
4,4,1,53,20,17.66,95,55.78,0,0,0,5,1, P.N.G.,Asif Khan,6,0,0,55.78,18.534,Other
2,2,0,53,47,26.5,66,80.3,0,0,0,4,2, Sri Lanka,DJ Mitchell,6,0,0,80.3,25.89,Other
4,4,2,53,36,26.5,92,57.6,0,0,1,3,0, Nepal,CA Soper,3,0,0,57.6,18.18,Other
3,2,0,52,36,26.0,65,80.0,0,0,0,6,0, Bangladesh,C Campher,6,0,0,80.0,25.8,Other
4,3,0,52,19,17.33,78,66.66,0,0,0,5,1, Namibia,MH Cross,6,0,0,66.66,21.798,Other
1,1,0,52,52,52.0,61,85.24,0,1,0,6,0, England,RR Hendricks,6,0,1,85.24,27.572,Other
6,3,0,52,36,17.33,79,65.82,0,0,0,5,1, India,GD Phillips,6,0,0,65.82,21.546,Other
3,3,0,52,30,17.33,59,88.13,0,0,0,3,0, Zimbabwe,Shariz Ahmad,3,0,0,88.13,27.338999999999995,Other
3,2,0,52,44,26.0,73,71.23,0,0,0,4,0, P.N.G.,B Sharki,4,0,0,71.23,22.569,Other
3,3,2,52,34,52.0,55,94.54,0,0,0,6,0, Australia,DJ Willey,6,0,0,94.54,30.162000000000003,High
1,1,0,51,51,51.0,49,104.08,0,1,0,5,2, Sri Lanka,FH Allen,7,0,1,104.08,33.523999999999994,High
3,3,0,51,29,17.0,74,68.91,0,0,0,4,1, Scotland,Gulsan Jha,5,0,0,68.91,22.173,Other
2,2,0,51,36,25.5,63,80.95,0,0,0,4,0, South Africa,JO Holder,4,0,0,80.95,25.485,Other
4,3,0,51,30,17.0,68,75.0,0,0,0,4,1, P.N.G.,RK Paudel,5,0,0,75.0,24.0,Other
2,2,0,50,25,25.0,89,56.17,0,0,0,5,0, U.S.A.,L Louwrens,5,0,0,56.17,18.351,Other
2,2,0,50,36,25.0,48,104.16,0,0,0,6,3, South Africa,KR Mayers,9,0,0,104.16,33.948,High
2,2,0,50,36,25.0,65,76.92,0,0,0,4,1, Sri Lanka,HH Pandya,5,0,0,76.92,24.576,Other
4,3,0,49,33,16.33,78,62.82,0,0,0,2,0, P.N.G.,Aarif Sheikh,2,0,0,62.82,19.446,Other
3,3,0,49,20,16.33,57,85.96,0,0,0,3,1, Australia,LA Dawson,4,0,0,85.96,26.987999999999996,Other
2,2,1,49,38,49.0,61,80.32,0,0,0,5,0, Ireland,CR Erine,5,0,0,80.32,25.595999999999997,Other
4,4,2,49,23,24.5,61,80.32,0,0,0,4,1, P.N.G.,Kushal Malla,5,0,0,80.32,25.595999999999997,Other
2,1,0,49,49,49.0,52,94.23,0,0,0,4,1, Sri Lanka,R Raindra,5,0,0,94.23,29.769000000000002,High
3,3,0,49,27,16.33,95,51.57,0,0,0,5,1, Zimbabwe,ikramjit Singh,6,0,0,51.57,17.271,Other
3,3,0,49,38,16.33,69,71.01,0,0,0,4,1, Bangladesh,JM ince,5,0,0,71.01,22.803,Other
1,1,0,48,48,48.0,26,184.61,0,0,0,5,3, West Indies,Q de Kock,8,0,0,184.61,57.783,High
2,2,0,48,27,24.0,48,100.0,0,0,0,7,0, West Indies,T de Zorzi,7,0,0,100.0,32.1,High
1,1,0,48,48,48.0,71,67.6,0,0,0,0,3, South Africa,AT Nidamanuru,3,0,0,67.6,21.179999999999996,Other
2,2,0,48,46,24.0,52,92.3,0,0,0,2,3, South Africa,R Powell,5,0,0,92.3,29.189999999999998,High
2,2,0,47,35,23.5,82,57.31,0,0,0,2,0, Namibia,Aaron Jones,2,0,0,57.31,17.793000000000003,Other
3,3,0,47,23,15.66,69,68.11,0,0,0,5,1, England,Afif Hossain,6,0,0,68.11,22.233,Other
3,2,0,47,33,23.5,43,109.3,0,0,0,5,1, Afghanistan,LD Chandimal,6,0,0,109.3,34.589999999999996,High
2,2,0,47,47,23.5,41,114.63,0,0,1,9,0, India,DM de Sila,9,0,0,114.63,37.089,High
2,2,0,47,42,23.5,43,109.3,0,0,0,4,1, South Africa,SA Edwards,5,0,0,109.3,34.29,High
2,2,0,47,29,23.5,96,48.95,0,0,0,3,2, Namibia,A Saud,5,0,0,48.95,16.185000000000002,Low
3,3,0,46,24,15.33,65,70.76,0,0,0,3,2, Nepal,Basil Hameed,5,0,0,70.76,22.728,Other
3,2,0,45,45,22.5,48,93.75,0,0,1,6,0, Bangladesh,GH Dockrell,6,0,0,93.75,29.925,High
6,4,0,45,24,11.25,62,72.58,0,0,0,2,1, India,DJ Mitchell,3,0,0,72.58,22.673999999999996,Other
2,2,1,45,29,45.0,47,95.74,0,0,0,7,1, P.N.G.,M an Lingen,8,0,0,95.74,31.121999999999996,High
2,2,0,44,23,22.0,92,47.82,0,0,0,2,0, U.S.A.,H Hiri,2,0,0,47.82,14.946,Low
2,2,1,44,32,44.0,41,107.31,0,0,0,3,1, England,M Jansen,4,0,0,107.31,33.393,High
2,2,1,44,43,44.0,58,75.86,0,0,0,6,0, U.S.A.,JN Loftie0Eaton,6,0,0,75.86,24.558,Other
2,2,0,44,34,22.0,65,67.69,0,0,0,4,0, Netherlands,WP Masakadza,4,0,0,67.69,21.506999999999998,Other
1,1,1,44,44,0.0,52,84.61,0,0,0,5,0, Sri Lanka,HM Nicholls,5,0,0,84.61,26.883,Other
4,3,0,44,30,14.66,56,78.57,0,0,0,5,1, Scotland,BM Scholtz,6,0,0,78.57,25.371,Other
3,2,0,43,28,21.5,67,64.17,0,0,0,2,1, India,M Labuschagne,3,0,0,64.17,20.151,Other
2,2,0,43,30,21.5,32,134.37,0,0,0,4,2, Australia,RG Sharma,6,0,0,134.37,42.111,High
2,2,0,43,28,21.5,58,74.13,0,0,0,3,1, U.A.E.,G Toka,4,0,0,74.13,23.438999999999997,Other
4,4,0,42,34,10.5,55,76.36,0,0,1,4,0, Namibia,DS Airee,4,0,0,76.36,24.107999999999997,Other
2,2,0,42,37,21.0,70,60.0,0,0,0,4,0, Namibia,S Bau,4,0,0,60.0,19.2,Other
3,2,0,42,30,21.0,24,175.0,0,0,0,4,2, Zimbabwe,GH Dockrell,6,0,0,175.0,54.3,High
3,2,0,42,34,21.0,59,71.18,0,0,0,5,1, Bangladesh,ST Doheny,6,0,0,71.18,23.154000000000003,Other
3,2,1,42,35,42.0,53,79.24,0,0,0,3,1, P.N.G.,S Lamichhane,4,0,0,79.24,24.971999999999998,Other
3,3,1,42,24,21.0,90,46.66,0,0,0,4,0, Scotland,Sompal Kami,4,0,0,46.66,15.197999999999999,Low
2,2,0,41,23,20.5,71,57.74,0,0,0,2,1, Namibia,Aarif Sheikh,3,0,0,57.74,18.221999999999998,Other
3,3,0,41,22,13.66,47,87.23,0,0,0,7,0, Nepal,KJ Coetzer,7,0,0,87.23,28.269000000000002,Other
2,2,0,41,26,20.5,67,61.19,0,0,0,6,0, Namibia,SJ Modani,6,0,0,61.19,20.157,Other
2,2,0,41,34,20.5,57,71.92,0,0,0,3,0, Bangladesh,CR Woakes,3,0,0,71.92,22.476,Other
2,2,2,40,38,0.0,38,105.26,0,0,0,2,1, Namibia,NP Kenjige,3,0,0,105.26,32.478,High
4,4,0,40,20,10.0,63,63.49,0,0,0,2,1, Nepal,R Hekure,3,0,0,63.49,19.947,Other
3,3,1,40,22,20.0,42,95.23,0,0,1,3,2, Netherlands,Sikandar Raza,5,0,0,95.23,30.069,High
3,3,0,39,23,13.0,53,73.58,0,0,0,4,0, India,KIC Asalanka,4,0,0,73.58,23.273999999999997,Other
2,2,0,39,20,19.5,80,48.75,0,0,0,2,1, U.S.A.,K Doriga,3,0,0,48.75,15.525,Low
3,2,1,39,31,39.0,55,70.9,0,0,0,3,1, Scotland,Karan KC,4,0,0,70.9,22.47,Other
1,1,0,39,39,39.0,42,92.85,0,0,0,3,2, Sri Lanka,GD Phillips,5,0,0,92.85,29.354999999999997,High
3,3,3,39,17,0.0,59,66.1,0,0,0,5,0, India,CAK Rajitha,5,0,0,66.1,21.33,Other
3,3,0,39,33,13.0,61,63.93,0,0,1,6,0, Australia,JJ Roy,6,0,0,63.93,20.979,Other
2,1,0,38,38,38.0,46,82.6,0,0,0,2,1, India,AT Carey,3,0,0,82.6,25.679999999999996,Other
3,3,0,38,21,12.66,31,122.58,0,0,0,4,3, India,PW Hasaranga,7,0,0,122.58,38.874,High
1,1,0,38,38,38.0,36,105.55,0,0,0,3,0, U.S.A.,R Hekure,3,0,0,105.55,32.565,High
2,2,0,38,36,19.0,31,122.58,0,0,0,6,1, P.N.G.,L Louwrens,7,0,0,122.58,38.874,High
3,3,0,38,34,12.66,45,84.44,0,0,1,4,1, India,BKG Mendis,5,0,0,84.44,26.831999999999997,Other
2,2,2,38,22,0.0,40,95.0,0,0,0,5,0, Namibia,NK Patel,5,0,0,95.0,30.0,High
4,3,0,37,22,12.33,62,59.67,0,0,0,2,1, P.N.G.,DS Airee,3,0,0,59.67,18.801,Other
3,3,0,37,18,12.33,82,45.12,0,0,0,2,0, India,Mushfiqur Rahim,2,0,0,45.12,14.136,Low
2,2,0,37,33,18.5,58,63.79,0,0,0,4,0, Namibia,MD Patel,4,0,0,63.79,20.337,Other
3,2,0,37,23,18.5,31,119.35,0,0,0,5,1, Australia,PD Salt,6,0,0,119.35,37.605,High
3,3,0,36,16,12.0,85,42.35,0,0,0,2,0, Nepal,CJA Amini,2,0,0,42.35,13.305,Low
2,2,0,36,18,18.0,63,57.14,0,0,0,4,0, Namibia, Araind,4,0,0,57.14,18.342,Other
2,2,0,36,29,18.0,48,75.0,0,0,0,3,0, South Africa,W Barresi,3,0,0,75.0,23.4,Other
3,3,0,36,22,12.0,50,72.0,0,0,0,2,1, Sri Lanka,Gulbadin Naib,3,0,0,72.0,22.499999999999996,Other
3,2,0,36,34,18.0,33,109.09,0,0,0,3,1, England,WD Parnell,4,0,0,109.09,33.927,High
1,1,0,36,36,36.0,38,94.73,0,0,0,4,0, New Zealand,S Samson,4,0,0,94.73,29.619,High
1,1,1,35,35,0.0,54,64.81,0,0,0,2,1, Namibia,Aayan Afzal Khan,3,0,0,64.81,20.343,Other
2,2,0,35,24,17.5,66,53.03,0,0,0,4,0, New Zealand,C Karunaratne,4,0,0,53.03,17.108999999999998,Other
2,2,0,35,25,17.5,55,63.63,0,0,0,3,2, P.N.G.,D la Cock,5,0,0,63.63,20.589,Other
2,1,0,35,35,35.0,27,129.62,0,0,0,3,2, Netherlands,R Ngaraa,5,0,0,129.62,40.386,High
2,2,0,35,21,17.5,39,89.74,0,0,0,5,1, England,Taskin Ahmed,6,0,0,89.74,28.721999999999998,High
4,2,1,35,24,35.0,11,318.18,0,0,0,4,3, Nepal,R Trumpelmann,7,0,0,318.18,97.55399999999999,High
3,3,0,35,32,11.66,48,72.91,0,0,1,3,1, India,DN Wellalage,4,0,0,72.91,23.072999999999997,Other
3,3,0,34,22,11.33,78,43.58,0,0,0,4,0, U.A.E.,CJA Amini,4,0,0,43.58,14.274,Low
4,4,1,34,19,11.33,56,60.71,0,0,1,3,1, Nepal,RD Berrington,4,0,0,60.71,19.413,Other
3,3,0,34,28,11.33,57,59.64,0,0,0,2,0, Sri Lanka,Hashmatullah Shahidi,2,0,0,59.64,18.492,Other
4,3,0,34,33,11.33,32,106.25,0,0,1,3,2, U.A.E.,R Hekure,5,0,0,106.25,33.375,High
1,1,0,34,34,34.0,48,70.83,0,0,0,4,0, Namibia,TSS Mackintosh,4,0,0,70.83,22.448999999999998,Other
3,2,0,34,28,17.0,39,87.17,0,0,0,4,0, Bangladesh,LJ Tucker,4,0,0,87.17,27.351,Other
4,3,0,34,23,11.33,44,77.27,0,0,0,3,1, P.N.G.,Zahoor Khan,4,0,0,77.27,24.380999999999997,Other
3,3,0,33,14,11.0,45,73.33,0,0,0,4,1, India,Anamul Haque,5,0,0,73.33,23.499,Other
3,2,0,33,20,16.5,67,49.25,0,0,0,5,0, Nepal,K Birkenstock,5,0,0,49.25,16.275,Low
3,3,1,33,21,16.5,35,94.28,0,0,1,4,0, England,AT Carey,4,0,0,94.28,29.483999999999998,High
3,3,0,33,29,11.0,54,61.11,0,0,1,3,0, Zimbabwe,Musa Ahmed,3,0,0,61.11,19.232999999999997,Other
3,1,0,33,33,33.0,31,106.45,0,0,0,5,0, South Africa,SN Thakur,5,0,0,106.45,33.435,High
2,2,0,32,24,16.0,52,61.53,0,0,0,7,0, U.S.A.,S Bau,7,0,0,61.53,20.559,Other
3,3,0,32,17,10.66,52,61.53,0,0,0,5,0, India,C Karunaratne,5,0,0,61.53,19.959,Other
3,3,1,32,21,16.0,32,100.0,0,0,0,1,1, Sri Lanka,AR Patel,2,0,0,100.0,30.6,High
2,2,0,32,19,16.0,46,69.56,0,0,0,4,0, Namibia,Shayan Jahangir,4,0,0,69.56,22.067999999999998,Other
4,4,2,32,14,16.0,71,45.07,0,0,0,1,0, U.A.E.,CA Soper,1,0,0,45.07,13.821,Low
2,2,0,32,23,16.0,50,64.0,0,0,0,2,2, Namibia,SR Taylor,4,0,0,64.0,20.4,Other
4,3,0,32,20,10.66,53,60.37,0,0,0,1,0, Nepal,MRJ Watt,1,0,0,60.37,18.410999999999998,Other
2,2,0,31,28,15.5,31,100.0,0,0,0,3,1, Namibia,S Jora,4,0,0,100.0,31.2,High
2,2,0,31,19,15.5,65,47.69,0,0,0,2,0, P.N.G.,SJ Modani,2,0,0,47.69,14.906999999999998,Low
2,2,1,31,29,31.0,33,93.93,0,0,0,1,2, Australia,AR Patel,3,0,0,93.93,29.079,High
3,3,2,31,17,31.0,48,64.58,0,0,0,2,0, Bangladesh,AU Rashid,2,0,0,64.58,19.974,Other
2,2,0,31,31,15.5,37,83.78,0,0,1,2,2, New Zealand,MD Shanaka,4,0,0,83.78,26.334,Other
2,2,0,31,22,15.5,27,114.81,0,0,0,2,2, P.N.G.,G Singh,4,0,0,114.81,35.643,High
1,1,1,31,31,0.0,21,147.61,0,0,0,4,1, Afghanistan,DN Wellalage,5,0,0,147.61,45.783,High
2,2,0,30,29,15.0,38,78.94,0,0,0,2,0, Australia,JC Buttler,2,0,0,78.94,24.282,Other
3,3,1,30,17,15.0,47,63.82,0,0,0,3,1, New Zealand,Ishan Kishan,4,0,0,63.82,20.346,Other
3,2,0,30,25,15.0,34,88.23,0,0,0,4,0, India,MP Stoinis,4,0,0,88.23,27.669,Other
2,1,0,30,30,30.0,41,73.17,0,0,0,2,1, U.A.E.,R Trumpelmann,3,0,0,73.17,22.851,Other
4,4,0,29,12,7.25,51,56.86,0,0,0,4,0, Scotland,Aasif Sheikh,4,0,0,70.99666666666667,22.499,Other
3,3,0,29,14,9.66,59,49.15,0,0,0,1,0, P.N.G.,KP Meiyappan,1,0,0,49.15,15.045,Low
2,2,0,29,25,14.5,57,50.87,0,0,0,2,0, Namibia,Rohan Mustafa,2,0,0,50.87,15.860999999999999,Low
3,2,0,29,22,14.5,43,67.44,0,0,0,2,1, Bangladesh,PR Stirling,3,0,0,67.44,21.131999999999998,Other
4,3,0,29,25,9.66,22,131.81,0,0,0,3,1, New Zealand,SN Thakur,4,0,0,131.81,40.743,High
2,2,0,28,18,14.0,35,80.0,0,0,0,3,1, Australia,MM Ali,4,0,0,80.0,25.2,Other
2,1,0,28,28,28.0,21,133.33,0,0,0,4,0, Netherlands,H Klaasen,4,0,0,133.33,41.199000000000005,High
3,3,0,27,27,9.0,41,65.85,0,0,2,4,1, P.N.G.,Aayan Afzal Khan,5,0,0,65.85,21.255,Other
2,2,1,27,27,27.0,23,117.39,0,0,1,1,2, Nepal,Ahmed Raza,3,0,0,117.39,36.117,High
2,2,0,27,26,13.5,35,77.14,0,0,0,3,1, Bangladesh,WG Jacks,4,0,0,77.14,24.342,Other
2,2,1,27,19,27.0,27,100.0,0,0,0,2,1, P.N.G.,Shayan Jahangir,3,0,0,100.0,30.9,High
3,2,0,26,26,13.0,30,86.66,0,0,1,2,1, India,SA Abbott,3,0,0,86.66,26.897999999999996,Other
3,3,0,26,20,8.66,33,78.78,0,0,0,5,0, India,WIA Fernando,5,0,0,78.78,25.134,Other
1,1,0,26,26,26.0,27,96.29,0,0,0,1,1, India,JP Inglis,2,0,0,96.29,29.487000000000002,High
1,1,0,26,26,26.0,38,68.42,0,0,0,1,1, Nepal,J Jaris,2,0,0,68.42,21.126,Other
3,3,2,26,21,26.0,14,185.71,0,0,1,2,1, Zimbabwe,PA an Meekeren,3,0,0,185.71,56.613,High
3,3,0,25,13,8.33,50,50.0,0,0,0,1,1, South Africa,S Dhawan,2,0,0,50.0,15.6,Low
4,3,0,25,17,8.33,43,58.13,0,0,0,1,1, U.A.E.,Karan KC,2,0,0,58.13,18.039,Other
1,1,0,25,25,25.0,26,96.15,0,0,0,3,1, West Indies,AK Markram,4,0,0,96.15,30.044999999999998,High
3,2,2,25,17,0.0,22,113.63,0,0,0,3,0, Netherlands,B Muzarabani,3,0,0,113.63,34.989,High
3,2,0,25,15,12.5,39,64.1,0,0,0,4,0, New Zealand,RR Pant,4,0,0,64.1,20.429999999999996,Other
3,3,3,25,14,0.0,23,108.69,0,0,0,1,1, South Africa,AU Rashid,2,0,0,108.69,33.207,High
7,4,1,25,16,8.33,43,58.13,0,0,0,2,0, U.A.E.,Sompal Kami,2,0,0,58.13,18.039,Other
3,2,0,25,13,12.5,29,86.2,0,0,0,0,1, England,MP Stoinis,1,0,0,86.2,26.16,Other
2,2,0,25,15,12.5,62,40.32,0,0,0,4,0, U.S.A.,TP Ura,4,0,0,40.32,13.296,Low
1,1,0,25,25,25.0,30,83.33,0,0,0,2,1, India,Yasir Ali,3,0,0,83.33,25.898999999999997,Other
2,1,0,24,24,24.0,28,85.71,0,0,0,1,0, U.A.E.,ZE Green,1,0,0,85.71,26.012999999999998,Other
2,2,0,24,21,12.0,51,47.05,0,0,0,2,1, Scotland,D la Cock,3,0,0,47.05,15.014999999999999,Low
2,2,0,24,17,12.0,17,141.17,0,0,0,2,1, Ireland,Yasir Ali,3,0,0,141.17,43.25099999999999,High
3,3,0,23,20,7.66,42,54.76,0,0,1,1,0, South Africa,BM Duckett,1,0,0,54.76,16.727999999999998,Other
3,2,0,23,16,11.5,35,65.71,0,0,0,2,0, Nepal,CN Greaes,2,0,0,65.71,20.313,Other
3,2,1,23,13,23.0,28,82.14,0,0,0,4,0, India,Mustafizur Rahman,4,0,0,82.14,25.842,Other
3,2,1,23,12,23.0,29,79.31,0,0,0,1,0, Zimbabwe,LJ Tucker,1,0,0,79.31,24.093,Other
1,1,0,23,23,23.0,31,74.19,0,0,0,1,0, India,DA Warner,1,0,0,74.19,22.557,Other
2,2,1,23,14,23.0,24,95.83,0,0,0,2,0, South Africa,CR Woakes,2,0,0,95.83,29.349,High
1,1,1,23,23,0.0,32,71.87,0,0,0,0,1, P.N.G.,HN Ya France,1,0,0,71.87,21.861,Other
2,1,0,22,22,22.0,15,146.66,0,0,0,2,2, U.S.A.,JJ Smit,4,0,0,146.66,45.198,High
3,2,0,22,22,11.0,33,66.66,0,0,1,4,0, India,SPD Smith,4,0,0,66.66,21.197999999999997,Other
4,4,2,22,10,11.0,24,91.66,0,0,1,3,1, Namibia,Sompal Kami,4,0,0,91.66,28.697999999999997,High
2,2,0,22,14,11.0,19,115.78,0,0,0,4,0, West Indies,HE an der Dussen,4,0,0,115.78,35.934000000000005,High
3,2,0,21,16,10.5,27,77.77,0,0,0,4,0, Afghanistan,DM de Sila,4,0,0,77.77,24.531,Other
4,2,2,21,20,0.0,56,37.5,0,0,0,0,1, Nepal,Hazrat Bilal,1,0,0,37.5,11.55,Low
2,2,1,21,18,21.0,27,77.77,0,0,0,3,0, Nepal,D la Cock,3,0,0,77.77,24.230999999999998,Other
3,3,0,21,11,7.0,44,47.72,0,0,0,1,0, P.N.G.,G Malla,1,0,0,47.72,14.616,Low
2,2,0,21,21,10.5,36,58.33,0,0,1,3,0, India,Najmul Hossain Shanto,3,0,0,58.33,18.398999999999997,Other
4,3,1,21,10,10.5,25,84.0,0,0,0,2,0, Namibia,MRJ Watt,2,0,0,84.0,25.8,Other
3,2,0,20,14,10.0,14,142.85,0,0,0,1,1, Ireland,B Eans,2,0,0,142.85,43.455,High
1,1,1,20,20,0.0,28,71.42,0,0,0,3,0, England,C Green,3,0,0,71.42,22.325999999999997,Other
2,1,0,20,20,20.0,21,95.23,0,0,0,2,0, P.N.G.,ZE Green,2,0,0,95.23,29.169,High
3,3,1,20,18,10.0,32,62.5,0,0,0,0,2, Namibia,Gulsan Jha,2,0,0,62.5,19.35,Other
2,1,1,20,20,0.0,12,166.66,0,0,0,1,2, Namibia,Karan KC,3,0,0,166.66,50.897999999999996,High
2,2,0,20,19,10.0,33,60.6,0,0,0,2,0, Nepal,TSS Mackintosh,2,0,0,60.6,18.78,Other
1,1,0,20,20,20.0,21,95.23,0,0,0,4,0, Namibia,LR Naylor,4,0,0,95.23,29.769,High
3,3,0,20,13,6.66,23,86.95,0,0,0,1,0, Sri Lanka,Rashid Khan,1,0,0,86.95,26.385,Other
2,2,1,19,10,19.0,24,79.16,0,0,0,0,1, U.S.A.,JN Frylinck,1,0,0,79.16,24.048,Other
1,1,0,19,19,19.0,42,45.23,0,0,0,1,0, South Africa,RD Gaikwad,1,0,0,45.23,13.869,Low
3,3,0,19,7,6.33,39,48.71,0,0,0,1,0, England,Mehidy Hasan Miraz,1,0,0,48.71,14.913,Low
2,2,0,19,15,9.5,45,42.22,0,0,0,0,0, Namibia,KP Meiyappan,0,0,0,42.22,12.665999999999999,Low
2,1,0,19,19,19.0,26,73.07,0,0,0,2,0, P.N.G.,Zawar Farid,2,0,0,73.07,22.520999999999997,Other
2,1,1,18,18,0.0,12,150.0,0,0,0,0,1, England,AC Agar,1,0,0,150.0,45.3,High
2,2,0,18,9,9.0,33,54.54,0,0,0,4,0, New Zealand,KIC Asalanka,4,0,0,54.54,17.561999999999998,Other
2,2,0,18,18,9.0,29,62.06,0,0,1,2,0, South Africa,SSJ Brooks,2,0,0,62.06,19.218,Other
3,2,0,18,10,9.0,20,90.0,0,0,0,3,0, Netherlands,RP Burl,3,0,0,90.0,27.9,Other
3,3,0,18,8,6.0,35,51.42,0,0,0,2,0, Bangladesh,S Dhawan,2,0,0,51.42,16.026,Low
2,2,0,18,18,9.0,26,69.23,0,0,1,1,0, U.A.E.,MG Erasmus,1,0,0,69.23,21.069000000000003,Other
2,2,1,18,12,18.0,16,112.5,0,0,0,1,0, Ireland,C Madande,1,0,0,112.5,34.05,High
2,2,0,18,18,9.0,33,54.54,0,0,1,3,0, New Zealand,AD Mathews,3,0,0,54.54,17.261999999999997,Other
1,1,1,18,18,0.0,11,163.63,0,0,0,2,1, India,Nasum Ahmed,3,0,0,163.63,49.989,High
2,2,0,18,18,9.0,47,38.29,0,0,1,3,0, Scotland,A Saud,3,0,0,38.29,12.387,Low
4,2,1,18,14,18.0,39,46.15,0,0,0,0,0, Namibia,SM Sharif,0,0,0,46.15,13.844999999999999,Low
2,2,0,18,17,9.0,20,90.0,0,0,0,3,0, South Africa,OF Smith,3,0,0,90.0,27.9,Other
3,2,0,18,12,9.0,11,163.63,0,0,0,1,2, New Zealand,Usama Mir,3,0,0,163.63,49.989,High
1,1,0,17,17,17.0,21,80.95,0,0,0,0,1, India,AC Agar,1,0,0,80.95,24.585,Other
3,3,0,17,16,5.66,13,130.76,0,0,1,4,0, Scotland,K Bhurtel,4,0,0,130.76,40.428,High
2,2,0,17,9,8.5,40,42.5,0,0,0,3,0, Netherlands,Q de Kock,3,0,0,42.5,13.65,Low
2,1,0,17,17,17.0,37,45.94,0,0,0,0,0, U.S.A.,ZE Green,0,0,0,45.94,13.781999999999998,Low
2,2,0,17,11,8.5,26,65.38,0,0,0,3,0, New Zealand,Imam0ul0Haq,3,0,0,65.38,20.513999999999996,Other
1,1,0,17,17,17.0,17,100.0,0,0,0,0,2, West Indies,DA Miller,2,0,0,100.0,30.6,High
3,2,0,17,10,8.5,20,85.0,0,0,0,1,0, New Zealand,Mohammad Wasim,1,0,0,85.0,25.8,Other
2,2,0,17,14,8.5,26,65.38,0,0,0,0,1, West Indies,RD Rickelton,1,0,0,65.38,19.913999999999998,Other
2,2,0,17,15,8.5,47,36.17,0,0,0,1,0, Nepal, Sukumaran,1,0,0,36.17,11.151000000000002,Low
1,1,1,17,17,0.0,16,106.25,0,0,0,0,2, India,Taskin Ahmed,2,0,0,106.25,32.475,High
4,4,0,17,10,4.25,37,45.94,0,0,1,2,0, Scotland,R Trumpelmann,2,0,0,45.94,14.381999999999998,Low
2,2,0,16,10,8.0,30,53.33,0,0,0,1,0, Scotland,Aarif Sheikh,1,0,0,53.33,16.299,Other
2,2,1,16,12,16.0,22,72.72,0,0,0,1,1, South Africa,A Dutt,2,0,0,72.72,22.416,Other
6,3,0,16,8,5.33,28,57.14,0,0,0,1,0, India,LH Ferguson,1,0,0,57.14,17.442,Other
2,2,0,16,14,8.0,27,59.25,0,0,0,1,0, South Africa,AJ Hosein,1,0,0,59.25,18.075,Other
2,1,0,16,16,16.0,22,72.72,0,0,0,0,0, India,WD Parnell,0,0,0,72.72,21.816,Other
2,2,0,15,14,7.5,20,75.0,0,0,0,2,0, Sri Lanka,CJ Bowes,2,0,0,75.0,23.1,Other
1,1,0,15,15,15.0,14,107.14,0,0,0,0,1, Zimbabwe,A Dutt,1,0,0,107.14,32.44199999999999,High
1,1,0,15,15,15.0,9,166.66,0,0,0,1,1, U.S.A.,K Morea,2,0,0,166.66,50.598,High
2,1,0,15,15,15.0,13,115.38,0,0,0,2,0, Namibia,CB Sole,2,0,0,115.38,35.214,High
3,3,2,15,15,15.0,16,93.75,0,0,1,1,0, Pakistan,TG Southee,1,0,0,93.75,28.425,Other
1,1,0,15,15,15.0,43,34.88,0,0,0,1,0, Nepal,G Toka,1,0,0,34.88,10.764000000000001,Low
3,3,0,14,8,4.66,25,56.0,0,0,1,1,0, India,Afif Hossain,1,0,0,56.0,17.1,Other
1,1,0,14,14,14.0,27,51.85,0,0,0,2,0, U.A.E.,S Fouche,2,0,0,51.85,16.155,Low
2,1,0,14,14,14.0,12,116.66,0,0,0,0,1, Namibia,CN Greaes,1,0,0,116.66,35.297999999999995,High
2,2,0,14,7,7.0,30,46.66,0,0,0,1,0, Namibia,H Hiri,1,0,0,46.66,14.298,Low
1,1,0,14,14,14.0,19,73.68,0,0,0,1,1, India,M Jansen,2,0,0,73.68,22.704000000000004,Other
1,1,0,14,14,14.0,18,77.77,0,0,0,0,0, Australia,CJ Jordan,0,0,0,77.77,23.331,Other
2,2,2,14,13,0.0,13,107.69,0,0,0,1,1, South Africa,AS Joseph,2,0,0,107.69,32.907,High
3,2,0,14,14,7.0,11,127.27,0,0,1,1,1, Australia,Mohammed Shami,2,0,0,127.27,38.781,High
